,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise
92,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0
121,7.555014610290527,1.0817362070083618,48.47381591796875,0.1244753748178482,4.2216715812683105,37.23184585571289,1.3114420175552368
122,6.95316219329834,0.5784580707550049,46.01530838012695,0.20361782610416412,7.084983825683594,38.29245376586914,0.8720199465751648
123,5.272104740142822,1.043986439704895,50.76018142700195,0.16901841759681702,5.214967727661133,36.27577209472656,1.2639703750610352
124,4.418948650360107,0.8216003179550171,48.22917938232422,0.17925970256328583,6.7512383460998535,38.34736251831055,1.2524054050445557
125,4.82427978515625,0.6446946263313293,51.87178421020508,0.13068270683288574,4.928760051727295,36.574039459228516,1.0257583856582642
126,6.14747428894043,0.5450831651687622,50.2685546875,0.11389075219631195,7.582154750823975,33.61223220825195,1.730607509613037
127,8.85453987121582,1.1087027788162231,51.215614318847656,0.1043730303645134,6.441252708435059,30.276887893676758,1.9986357688903809
128,7.714491367340088,0.45117878913879395,55.01755905151367,0.15840281546115875,7.177213668823242,27.348072052001953,2.1330807209014893
129,13.103659629821777,0.6676796078681946,40.43628692626953,0.06644850969314575,9.39599895477295,35.27912902832031,1.0507975816726685
130,5.50429630279541,0.32964158058166504,57.78850173950195,0.23015324771404266,5.954380512237549,27.974342346191406,2.2186825275421143
131,11.360990524291992,0.5147700905799866,39.94632339477539,0.08182141184806824,10.685404777526855,36.511653900146484,0.8990464806556702
132,11.587417602539062,0.522071897983551,38.90134811401367,0.09420745074748993,11.212902069091797,36.84518814086914,0.8368591070175171
133,13.468606948852539,0.5425156354904175,40.24402618408203,0.06697096675634384,12.27219295501709,32.09636688232422,1.3093218803405762
134,18.033344268798828,0.9236070513725281,27.031208038330078,0.046675365418195724,15.99435043334961,37.589630126953125,0.3811819851398468
135,20.900314331054688,0.7246491312980652,19.583642959594727,0.021370025351643562,22.123022079467773,36.242305755615234,0.4046919345855713
136,19.076406478881836,2.0140044689178467,31.224689483642578,0.06591246277093887,15.486129760742188,30.06376075744629,2.06911039352417
137,15.892952919006348,1.646166443824768,29.433792114257812,0.1034436896443367,18.974069595336914,23.59312629699707,10.356449127197266
138,15.144472122192383,1.4478398561477661,26.459821701049805,0.15439264476299286,23.30462074279785,21.170387268066406,12.318467140197754
139,14.995368957519531,1.0107135772705078,21.21630096435547,0.3209306597709656,28.44758415222168,14.924423217773438,19.084680557250977
140,16.383142471313477,1.55256986618042,28.764816284179688,0.41276848316192627,20.565114974975586,21.51300621032715,10.808573722839355
141,15.26740837097168,1.9434174299240112,32.46217346191406,0.39946064352989197,14.528426170349121,22.233394622802734,13.165718078613281
142,13.447715759277344,1.4793413877487183,24.084545135498047,0.4042936861515045,25.729185104370117,17.869564056396484,16.98535919189453
143,10.98432731628418,1.3521537780761719,33.55156326293945,0.2673459053039551,5.461872100830078,11.701334953308105,36.68141174316406
144,12.188855171203613,1.0373163223266602,47.15474319458008,0.14507107436656952,7.644842624664307,21.623424530029297,10.205740928649902
145,12.61284065246582,1.5369373559951782,38.092403411865234,0.1404537409543991,11.763461112976074,34.81884765625,1.0350604057312012
146,15.168073654174805,0.7630884647369385,28.58917999267578,0.04545431211590767,15.191624641418457,39.377479553222656,0.8651033043861389
147,12.866703987121582,0.5940821766853333,26.434377670288086,0.07564307749271393,17.10469627380371,42.20090866088867,0.7235864400863647
148,10.681234359741211,0.6333111524581909,23.906890869140625,0.41285204887390137,29.281558990478516,34.23218536376953,0.8519682288169861
149,10.172160148620605,0.7821847796440125,26.160615921020508,0.774861216545105,24.385704040527344,36.80067825317383,0.9237978458404541
150,11.967634201049805,0.5085029602050781,23.53750228881836,0.529699981212616,25.90540313720703,36.973304748535156,0.5779503583908081
151,10.945216178894043,0.3347378373146057,22.639066696166992,0.4066440761089325,28.95895004272461,36.07182693481445,0.6435531377792358
152,10.908873558044434,0.3326105773448944,22.32537841796875,0.4234496057033539,29.418134689331055,35.958255767822266,0.6333009004592896
153,10.90891170501709,0.3256637454032898,21.989961624145508,0.4281863570213318,29.52798080444336,36.207767486572266,0.6115318536758423
154,8.906318664550781,0.302293986082077,20.60371971130371,0.9795465469360352,34.967002868652344,33.350799560546875,0.890315055847168
155,8.81957721710205,0.29550647735595703,21.049741744995117,0.837751567363739,33.744258880615234,34.357181549072266,0.8959828615188599
156,8.60605525970459,0.2725830674171448,20.56793975830078,0.8467907905578613,34.25694274902344,34.54683303833008,0.9028574228286743
157,12.938481330871582,0.9155936241149902,22.383264541625977,0.49886298179626465,24.175434112548828,38.41944122314453,0.6689152121543884
158,8.760052680969238,0.27332213521003723,22.769487380981445,0.7095514535903931,25.361740112304688,41.34977722167969,0.7760640382766724
159,8.205979347229004,0.28446558117866516,24.40334129333496,0.6677502989768982,21.154300689697266,44.535030364990234,0.749135434627533
160,6.1891608238220215,0.29443538188934326,23.95387077331543,2.3169164657592773,18.097267150878906,47.84564208984375,1.302714228630066
161,7.704769134521484,0.2842162251472473,27.150049209594727,0.8296390175819397,18.863859176635742,44.20259475708008,0.9648733139038086
162,8.690224647521973,0.5072209239006042,33.0507698059082,0.47214972972869873,16.3568115234375,39.925594329833984,0.9972325563430786
163,7.250965595245361,0.6128838062286377,35.80756378173828,0.5416010618209839,12.34256649017334,42.238059997558594,1.2063605785369873
164,10.520501136779785,1.7072482109069824,30.324066162109375,0.9417855143547058,20.312225341796875,34.74989700317383,1.444286584854126
165,10.878008842468262,1.9768823385238647,32.46144485473633,0.9391958713531494,17.857742309570312,34.04483413696289,1.8418887853622437
166,10.617708206176758,0.5173531174659729,23.521732330322266,2.6330838203430176,38.428550720214844,21.976356506347656,2.30521821975708
167,12.919770240783691,1.5172193050384521,30.463361740112305,0.46475347876548767,19.275287628173828,33.166038513183594,2.1935696601867676
168,10.30789566040039,1.0528361797332764,31.537708282470703,1.5019211769104004,25.604921340942383,27.59722137451172,2.3974950313568115
169,9.977782249450684,0.5009222626686096,30.661619186401367,0.7199214100837708,27.11526107788086,30.084518432617188,0.9399818181991577
170,16.488176345825195,5.872284412384033,40.649078369140625,0.39373984932899475,7.347623348236084,28.12669563293457,1.1223950386047363
171,6.669216632843018,0.5604569911956787,43.82349395751953,1.065744400024414,8.969522476196289,38.05564880371094,0.8559238910675049
172,11.260583877563477,2.0897064208984375,37.57882308959961,1.6007276773452759,13.682002067565918,32.892913818359375,0.8952324986457825
173,11.71912670135498,0.27072063088417053,26.661333084106445,0.3148325979709625,18.574575424194336,41.95344924926758,0.5059564709663391
174,13.436524391174316,0.24299249053001404,13.869624137878418,1.0899267196655273,36.428077697753906,34.69242477416992,0.24043172597885132
175,8.137920379638672,0.11980322748422623,13.464960098266602,1.6965200901031494,33.977569580078125,42.189605712890625,0.41362401843070984
176,10.382668495178223,0.1210976392030716,14.371805191040039,1.0154576301574707,33.71779251098633,39.88248062133789,0.5086992383003235
177,12.27071475982666,0.36705294251441956,15.759387969970703,1.4513664245605469,31.34145736694336,38.29911422729492,0.5109108090400696
178,12.519036293029785,0.4189620316028595,17.416223526000977,1.235967993736267,33.133323669433594,34.738922119140625,0.537565290927887
179,8.42492389678955,0.2577902376651764,14.888243675231934,0.9336307644844055,36.81737518310547,38.44533920288086,0.2326907068490982
180,9.189435958862305,0.23362255096435547,18.4716796875,0.9883080720901489,33.90742111206055,36.60741424560547,0.6021186113357544
181,9.35488224029541,0.24696269631385803,18.551666259765625,1.0048877000808716,36.21736526489258,34.06135177612305,0.5628907680511475
182,8.61779499053955,0.6531118154525757,22.426448822021484,2.1851203441619873,34.63747024536133,30.24907684326172,1.2309859991073608
183,11.346076965332031,1.653339147567749,25.74997329711914,1.4302374124526978,30.464946746826172,27.5660400390625,1.7893831729888916
184,14.900491714477539,3.573878765106201,34.144561767578125,1.381367564201355,14.905611038208008,27.485057830810547,3.609030246734619
185,11.0816011428833,1.6420936584472656,31.11507797241211,0.878756046295166,20.308250427246094,33.68132781982422,1.292896032333374
186,15.179160118103027,1.4873266220092773,30.949735641479492,1.1563800573349,18.518014907836914,31.174766540527344,1.5346176624298096
187,15.26803970336914,1.1330338716506958,30.89444351196289,1.6278852224349976,22.924406051635742,25.09100341796875,3.061183452606201
188,15.73044490814209,2.752638101577759,30.11060905456543,0.7191116213798523,21.6202335357666,26.458662033081055,2.6083030700683594
189,17.000499725341797,2.3074233531951904,28.322282791137695,0.25796830654144287,18.67498207092285,32.66118621826172,0.7756629586219788
190,8.54246997833252,0.6188983917236328,36.385475158691406,0.48891356587409973,14.09029483795166,39.441307067871094,0.43264949321746826
191,9.678627967834473,0.8679671287536621,33.81547927856445,0.565443754196167,18.024925231933594,36.42755889892578,0.6200044751167297
192,5.213924407958984,0.2784644365310669,38.392066955566406,2.6247963905334473,16.18049430847168,36.40851974487305,0.9017328023910522
193,9.165106773376465,0.3097769618034363,33.4118766784668,1.1981701850891113,16.422561645507812,38.737396240234375,0.7551034092903137
194,5.802621364593506,0.3379523456096649,37.07240676879883,0.629671037197113,12.003539085388184,43.568687438964844,0.5851130485534668
195,3.4676897525787354,0.13660714030265808,40.56915283203125,3.929255485534668,11.76952838897705,38.95527648925781,1.172487497329712
196,6.8329877853393555,0.38719022274017334,38.622257232666016,0.8016297817230225,12.638564109802246,39.820255279541016,0.8971072435379028
197,7.817863464355469,1.0642168521881104,44.03123474121094,1.1297645568847656,8.640532493591309,35.90978240966797,1.4066076278686523
198,5.391390800476074,0.5361543297767639,42.08024597167969,4.438363552093506,9.474720001220703,36.64470291137695,1.434425711631775
199,3.2860734462738037,0.2708923816680908,49.093223571777344,3.882608652114868,6.354336261749268,35.14763641357422,1.9652303457260132
200,5.876997947692871,0.30049964785575867,41.99163818359375,1.0721452236175537,10.264201164245605,39.687095642089844,0.8074212670326233
201,13.340258598327637,0.6848220229148865,23.17166519165039,0.2117050290107727,24.021963119506836,37.99119186401367,0.5783955454826355
202,13.078790664672852,2.522670030593872,29.641204833984375,0.7207520604133606,18.467947006225586,34.15114974975586,1.4174858331680298
203,16.758575439453125,2.304004192352295,31.467910766601562,0.3524033725261688,14.264091491699219,33.39722442626953,1.4557925462722778
204,13.112051963806152,1.6884418725967407,34.38077163696289,0.5806382298469543,15.28917121887207,32.87138366699219,2.077547788619995
205,15.826849937438965,1.7551904916763306,29.351654052734375,0.3965463638305664,17.912166595458984,33.2379150390625,1.519673228263855
206,11.614727973937988,0.544435441493988,24.08527946472168,0.5064743757247925,27.552440643310547,34.53453826904297,1.1621010303497314
207,8.650262832641602,0.13156186044216156,13.094061851501465,0.9978106021881104,45.14952087402344,31.46883201599121,0.5079572796821594
208,18.141048431396484,0.27330833673477173,16.628265380859375,0.35221800208091736,30.53501319885254,33.66126251220703,0.40888524055480957
209,9.70495891571045,0.12546056509017944,10.423836708068848,0.8137333989143372,44.401885986328125,34.283714294433594,0.24642084538936615
210,13.564772605895996,0.18284872174263,18.20509147644043,0.323508620262146,31.135332107543945,36.05755615234375,0.530884861946106
